order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD089050,ID0871135414,2019-07-10,Bakers,"[('Olivia x460', 2), ('Alcon 10', 2), ('Thunder line', 1)]",22530,80.89,-37.80598670000001,144.979449,5,21484.39,Winter,True,1.4581,great phone like all,True
ORD051320,ID2358053593,2019-05-25,Bakers,"[('Lucent 330S', 2), ('iStream', 1), ('pearTV', 2)]",15230,66.19,-37.8143653,144.9882986,25,11488.69,Autumn,False,0.78,"it is a good tablet, but is a little slow downloading apps",True
ORD362672,ID5058108350,2019-06-01,Nickolson,"[('Candle Inferno', 1), ('Olivia x460', 2)]",2880,63.62,-37.8232929,144.9686085,15,2511.62,Winter,False,0.5295,perfect excellent,True
ORD274707,ID5884356137,2019-11-23,Thompson,"[('Thunder line', 1), ('iAssist Line', 2), ('Universe Note', 1), ('Candle Inferno', 1)]",10510,108.14,-37.82496939999999,144.9362341,5,10092.64,Spring,True,1.6677,everything ok everything ok i love!!!,True
ORD271631,ID2180785582,2019-09-11,Nickolson,"[('Candle Inferno', 1), ('pearTV', 2), ('Thunder line', 2)]",17410,74.81,-37.81684,144.96164119999997,0,17484.81,Spring,False,0.7225,"excellent condition and fast delivery! very pleased with the ipad and the service. not a scratch on it, looks and works like it’s brand new! thanks!",True
ORD198552,ID6197211404,2019-02-18,Thompson,"[('Olivia x460', 2), ('Candle Inferno', 2)]",3310,97.35,-37.816171399999995,144.93380369999997,25,2579.85,Summer,True,1.2298,"five stars i have received the product as described, and it works well.",True
ORD101782,ID0052506648,2019-08-21,Thompson,"[('iStream', 1), ('iAssist Line', 2), ('Toshika 750', 1), ('Alcon 10', 1)]",17870,76.59,-37.8094878,144.9362746,5,17053.09,Winter,True,1.0134,five stars perfect,True
ORD458518,ID0664378463,2019-10-08,Nickolson,"[('Candle Inferno', 2), ('iStream', 1)]",1010,73.31,-37.8201019,144.9669756,15,931.81,Spring,False,0.2818,great for kids battery life sucks but great phone otherwise,True
ORD225126,ID1560149526,2019-01-09,Thompson,"[('Universe Note', 2), ('Alcon 10', 1)]",15850,74.37,-37.8159859,144.9371794,0,15924.37,Summer,False,0.9446,great great phone!! got exactly what i ordered!!!!! took a little while to be delivered but the wait was worth it!!!,True
ORD447103,ID0589428352,2019-02-26,Nickolson,"[('Thunder line', 2), ('Toshika 750', 2), ('iStream', 2)]",13300,77.61,-37.809641,144.9725742,10,12047.61,Summer,False,1.0316,great phone sleek stylish and fast great phone sleek stylish and fast. great camera a little to big for me but i liked it. get a case dropped mine and screen shattered the day after removing the case.,True
ORD063285,ID0054552173,2019-06-09,Nickolson,"[('Olivia x460', 1), ('Toshika 750', 2)]",9865,69.17,-37.8201612,144.9817985,10,8947.67,Winter,False,1.091,five stars i'm currently using this phone in barbados and it's working excellently!,True
ORD447625,ID2481930668,2019-06-11,Bakers,"[('Olivia x460', 1), ('Toshika 750', 1)]",5545,48.63,-37.8098465,145.00289619999995,10,5039.13,Winter,False,0.6742,disappoint no unlock,False
ORD038833,ID0664371575,2019-11-19,Nickolson,"[('Universe Note', 1), ('pearTV', 1), ('iAssist Line', 1)]",11985,97.47,-37.8206269,144.96687830000005,10,10883.97,Spring,True,0.3262,great speakers camera blue color the best phone for me :d a lot better than the lucent g7,True
ORD353633,ID0844499869,2019-08-30,Thompson,"[('Thunder line', 2), ('Alcon 10', 2)]",22260,77.9,-37.8215112,144.94513500000005,10,20111.9,Winter,True,0.9984,five stars great device,True
ORD066064,ID0575429255,2019-03-13,Nickolson,"[('Alcon 10', 1), ('Thunder line', 1)]",11130,80.47,-37.8187246,144.9837431,15,9540.97,Autumn,True,1.2481,"product is good. but i did not know when i purchased ... product is good. but i did not know when i purchased it, it did not have a sim and memory card.",True
ORD444904,ID0598401525,2019-02-23,Nickolson,"[('Universe Note', 2), ('Olivia x460', 2), ('iAssist Line', 1), ('pearTV', 1)]",17885,75.7,-37.814206799999994,144.9638208,0,17960.7,Summer,True,0.7018,"watch out for scams i thought i was purchasing a verizon wireless s7. after getting the device, it didn't come with any preinstalled verizon apps nor had the advanced calling in settings. this was an unlocked phone but not what i asked for. i wanted an original s7 from verizon not an unlocked device.",False
ORD196863,ID0168396927,2019-10-19,Nickolson,"[('pearTV', 1), ('Toshika 750', 1), ('Universe Note', 2), ('Lucent 330S', 2)]",19990,103.54,-37.811006400000004,144.9611959,25,15096.04,Spring,True,1.1196,"cool phone!!!!!!!! i've never owned a xp phone before, so this is a first for me. i really like the phone alot, the reception is great...even though the signal strength show's being low. the quality of the phone is great too, it feels sturdy and weighted. i highly recommend this phone.",True
ORD386619,ID2279153646,2019-05-01,Nickolson,"[('Candle Inferno', 2), ('Toshika 750', 2), ('iAssist Line', 1), ('iStream', 2)]",12025,78.85,-37.8122037,144.9745305,25,9097.6,Autumn,True,0.8354,"the first stick is a solid, entry level, device and does what it's supposed to do.",True
ORD416501,ID1463620385,2019-03-11,Bakers,"[('Lucent 330S', 1), ('pearTV', 1), ('iStream', 2), ('Thunder line', 1)]",10020,53.2,-37.818169899999994,144.9954372,10,9071.2,Autumn,False,0.9101,bad it bad,False
ORD381471,ID2207661123,2019-06-26,Thompson,"[('Toshika 750', 1), ('Olivia x460', 1), ('Candle Inferno', 2)]",6405,82.11,-37.79974179999999,144.94610759999995,5,6166.86,Winter,True,1.442,like new like new,True
ORD231854,ID1463620622,2019-04-13,Bakers,"[('Candle Inferno', 1), ('pearTV', 2), ('Olivia x460', 2)]",15500,79.56,-37.8186939,145.00034340000005,0,15579.56,Autumn,True,1.0675,beauty! i love it! decided to get this in digico credit card so my phone bill doesnt increase by $32. best choice i've ever made! it was time to upgrade from my universe s8.,True
ORD091038,ID0319159699,2019-06-25,Thompson,"[('Thunder line', 1), ('Toshika 750', 2)]",10820,63.56,-37.80949879999999,144.957498,10,9801.56,Winter,True,0.9829,one star not all items showed on pictures were included.,False
ORD283014,ID2941596458,2019-11-15,Nickolson,"[('iStream', 1), ('pearTV', 1)]",6460,76.1,-37.8227055,144.97739740000003,10,5890.1,Spring,False,0.8279,4g will not work on cricket. i like this phone it's beautiful && the graphics are nice however when i put in my cricket sim card i soon realized that i could only get 2g/3g be advised 4g won't work. i returned.,True
ORD268698,ID0506049268,2019-05-03,Thompson,"[('Toshika 750', 2), ('Thunder line', 2)]",13000,80.58,-37.8148044,144.9358843,5,12430.58,Autumn,True,1.0118,it’s good great,True
ORD471148,ID5957906920,2019-12-27,Nickolson,"[('Lucent 330S', 2), ('Thunder line', 1), ('Olivia x460', 1)]",5865,82.75,-37.80591679999999,144.9733743,0,5947.75,Summer,True,1.4508,the edges all around the phone are all jacked up ... the edges all around the phone are all jacked up i didn't say that on the review until i had already purchased it really pissed about but oh well it is what it is,False
ORD302261,ID0634783069,2019-01-08,Thompson,"[('Lucent 330S', 2), ('pearTV', 1), ('Toshika 750', 1), ('Alcon 10', 2)]",30990,72.88,-37.8118276,144.93894650000001,15,26414.38,Summer,False,0.7205,five stars was great,True
ORD151876,ID0711333382,2019-09-30,Thompson,"[('Toshika 750', 2), ('pearTV', 2), ('Universe Note', 2), ('iStream', 1)]",28310,103.56,-37.8068167,144.9579302,10,25582.56,Spring,True,1.1565,four stars very good and dependable unit.,True
ORD274272,ID4520380456,2019-11-10,Nickolson,"[('iAssist Line', 1), ('Olivia x460', 2)]",4675,100.37,-37.821248600000004,144.9613678,25,3606.62,Spring,True,0.7779,"one of the best phones very good phone, picture is very clear, even for shooting the moon at night. blue tooth works fine for me.",True
ORD056114,ID0616939286,2019-09-07,Nickolson,"[('Candle Inferno', 2), ('Olivia x460', 1), ('Thunder line', 1), ('Universe Note', 2)]",11165,75.24,-37.8187239,144.96130459999995,15,9565.49,Spring,False,0.7253,"love it! phone just as described, shipped quickly. love it!",True
ORD433302,ID6167266588,2019-11-17,Nickolson,"[('pearTV', 1), ('Alcon 10', 2), ('Candle Inferno', 1)]",24640,78.12,-37.81084,144.96454359999996,5,23486.12,Spring,False,0.9691,bought for my wife she loves it,True
ORD445425,ID6167344571,2019-03-02,Nickolson,"[('iStream', 1), ('Lucent 330S', 1), ('Thunder line', 1), ('Alcon 10', 1)]",12510,79.01,-37.8157792,144.9738209,10,11338.01,Autumn,True,0.4891,"best phone out there by far the best phone i have ever owned. great camera that can't be beat. hd video. windows phone operating system is 10 times better than ios. tons of apps and games. battery life is excellent and will last all day, not like andriod phones where your battery only last 4 hours.",True
ORD377055,ID1201417396,2019-11-06,Thompson,"[('Universe Note', 1), ('Olivia x460', 2), ('Thunder line', 1)]",8080,75.02,-37.79954470000001,144.92741840000005,0,8155.02,Spring,False,2.2633,defective received a defective phone - the screen was unresponsive for long stretches of time. they definitely didn’t test the phone before they sent it to me.,False
ORD055445,ID2114973865,2019-08-05,Nickolson,"[('Alcon 10', 1), ('iAssist Line', 1)]",11175,57.53,-37.8268555,144.9890293,25,8438.78,Winter,False,1.944,system update the system update sucks. runied my phone. very upset. paid alot of money for this phone,False
ORD326098,ID2183271187,2019-07-25,Nickolson,"[('Universe Note', 1), ('Toshika 750', 1)]",7770,81.97,-37.8067051,144.9627941,15,6686.47,Winter,True,1.4508,good purchase looks. ok,True
ORD330945,ID0373644746,2019-07-02,Thompson,"[('pearTV', 2), ('Toshika 750', 1), ('Candle Inferno', 2), ('Olivia x460', 2)]",20250,86.89,-37.8083237,144.9212169,5,19324.39,Winter,True,2.3245,"happy wife happy life! i ordered the for myself but after my wife looked at it. it became hers. she loves it! it's the first phone with no complaints. speed, picture quality everything.",True
ORD127754,ID0579497586,2019-06-20,Thompson,"[('Lucent 330S', 1), ('Universe Note', 1), ('pearTV', 1), ('Alcon 10', 2)]",28890,61.72,-37.814786700000006,144.9500749,5,27507.22,Winter,False,0.3539,good quality phone so far seems to be a good phone. i would recommend it.,True
ORD453484,ID6167441033,2019-03-15,Nickolson,"[('Thunder line', 1), ('iStream', 1), ('pearTV', 2)]",14950,65.91,-37.8097097,144.9612294,15,12773.41,Autumn,False,1.2304,four stars phone works great! haven't had any problems,True
ORD148214,ID0247298494,2019-07-04,Thompson,"[('Universe Note', 2), ('Alcon 10', 2), ('Lucent 330S', 1), ('pearTV', 2)]",38650,71.63,-37.799374900000004,144.9602387,0,38721.63,Winter,False,1.8796,i enjoy my candle inferno had it is easy to use get it,True
ORD423741,ID0267317336,2019-07-08,Nickolson,"[('Candle Inferno', 1), ('iAssist Line', 2), ('Toshika 750', 1), ('Alcon 10', 2)]",27100,59.37,-37.822897,144.97139769999995,15,23094.37,Winter,True,0.5057,not worth the money i was rather disappointed i had to tap the screen several times to get things to go as well as my call drop quite a bit and it had a delayed response and dialing and receiving calls,False
ORD124559,ID2588548693,2019-01-24,Nickolson,"[('Candle Inferno', 2), ('iStream', 1)]",1010,73.71,-37.825537,144.97645980000001,25,831.21,Summer,False,0.983,"work fine out of usa for the size it's a little bit heavy , work fine in peru with movistar, clear connection and photos ok.",True
ORD179647,ID0610682568,2019-06-19,Bakers,"[('Universe Note', 1), ('Lucent 330S', 2), ('Alcon 10', 2), ('Toshika 750', 2)]",32450,66.45,-37.8117936,145.00841599999995,5,30893.95,Winter,False,1.1766,cheapest price nice phone,True
ORD247363,ID1492410184,2019-08-28,Nickolson,"[('iStream', 1), ('Toshika 750', 2), ('iAssist Line', 1), ('Alcon 10', 1)]",19965,83.83,-37.804231099999996,144.96318780000001,5,19050.58,Winter,True,1.694,great phone great cell phone for young ones,True
ORD471789,ID6206956634,2019-07-31,Thompson,"[('Olivia x460', 2), ('Lucent 330S', 2)]",4910,83.58,-37.8031227,144.9635754,5,4748.08,Winter,True,1.7994,"excellent battery life. i wanted to give a test of an android phone to myself and this phone from xiaomi was a great buy. the only cons of this device are, it's skin miui serves ads in system app as well.",True
ORD393438,ID0581713855,2019-05-20,Thompson,"[('Alcon 10', 1), ('Toshika 750', 2)]",17590,70.42,-37.805031400000004,144.92790559999997,10,15901.42,Autumn,False,1.8879,"no sim card good condition phone and it works, but no sim card like with new s4 phones.",True
ORD421952,ID0317729741,2019-05-03,Thompson,"[('Thunder line', 1), ('iAssist Line', 1), ('Olivia x460', 2), ('Universe Note', 2)]",13755,51.58,-37.80947329999999,144.95604550000004,15,11743.33,Autumn,False,0.8661,"defective speakers i like the phone, but this one came with defective speakers",False
ORD313441,ID0664378462,2019-04-03,Nickolson,"[('Universe Note', 1), ('Thunder line', 2)]",7810,77.49,-37.820094,144.96700369999996,0,7887.49,Autumn,True,0.2793,still in use love the j7,True
ORD077354,ID0746918005,2019-01-04,Nickolson,"[('Olivia x460', 2), ('pearTV', 1), ('Toshika 750', 2)]",17400,99.99,-37.8243701,144.9827895,25,13149.99,Summer,True,1.3298,great phone for price! i am loving this phone. it works flawlessly and like new! not one scratch on it. came with olivia charger also. i am very impressed.,True
ORD378084,ID6167489440,2019-03-19,Nickolson,"[('iAssist Line', 2), ('Olivia x460', 2), ('Candle Inferno', 2)]",7760,65.81,-37.812937700000006,144.9595872,0,7825.81,Autumn,False,1.079,fast and a great screen great screen.,True
ORD249433,ID0767737566,2019-02-25,Thompson,"[('Olivia x460', 2), ('Toshika 750', 2), ('Universe Note', 1)]",14540,99.4,-37.8038253,144.9562081,0,14639.4,Summer,True,1.2713,... it about 2 months now and so far so good. it is a great phone and work great ... i had it about 2 months now and so far so good. it is a great phone and work great for me,True
ORD307974,ID2239389706,2019-01-12,Bakers,"[('Toshika 750', 1), ('Thunder line', 1), ('Alcon 10', 2), ('Universe Note', 2)]",31300,92.54,-37.815402399999996,144.9997664,15,26697.54,Summer,True,0.7219,very nice phone good phone with excellent camera,True
ORD239556,ID6167441086,2019-11-26,Nickolson,"[('Toshika 750', 1), ('iAssist Line', 1), ('Alcon 10', 2)]",24445,57.29,-37.815505200000004,144.96628169999997,10,22057.79,Spring,False,0.4483,"piece of shhhhhh i purchased this phone in august; however, i did not take it out of the package and activate it until the end of september. the software on it has malfunctioned, and the phone does not work. i have pictures of my newborn on their that i can never get back. his first this and that...i am saddened and highly upset.",False
ORD000730,ID0581747575,2019-05-22,Thompson,"[('Toshika 750', 2), ('iAssist Line', 1), ('Alcon 10', 1), ('Universe Note', 1)]",23265,70.89,-37.804481,144.921904,25,17519.64,Autumn,True,2.3937,"not as good as i though, but at least it does what it is suppoused. very bad screen quality",False
ORD469406,ID0575524483,2019-08-29,Nickolson,"[('Universe Note', 2), ('Candle Inferno', 2), ('iAssist Line', 2), ('Lucent 330S', 2)]",14670,64.14,-37.8200044,144.9813425,15,12533.64,Winter,True,1.0487,not worth the money you get charged for text message ... not worth the money you get charged for text message even if it don't go through do not buy,False
ORD153026,ID4061053474,2019-04-29,Bakers,"[('Olivia x460', 1), ('Thunder line', 1), ('Alcon 10', 2), ('Universe Note', 1)]",24755,77.54,-37.80998889999999,144.9953274,0,24832.54,Autumn,True,0.0084,"everthing you need is in the palm of your hands! dependable, durable and easy to use. battery lasts for days.",True
ORD440084,ID1449431372,2019-04-18,Nickolson,"[('Toshika 750', 1), ('Thunder line', 2)]",8680,62.0,-37.813178,144.97386880000005,0,8742.0,Autumn,True,0.7126,one star phone serial was listed at verizon as lost or stolen or overdue balance and could not be activated.,False
ORD296616,ID0575428931,2019-01-05,Nickolson,"[('iAssist Line', 1), ('Lucent 330S', 1), ('Toshika 750', 2)]",12095,99.35,-37.8189979,144.98470869999997,10,10984.85,Summer,True,1.3337,five stars great phone!!!,True
ORD061838,ID1923401354,2019-11-08,Thompson,"[('Lucent 330S', 1), ('Thunder line', 2), ('Toshika 750', 2)]",14230,78.74,-37.808546299999996,144.95879440000004,15,12174.24,Spring,False,1.1289,"nice flip phone good, sturdy phone. a little bulky but all in all a good purchase.",True
ORD042114,ID6282174109,2019-10-16,Nickolson,"[('Universe Note', 2), ('Candle Inferno', 2)]",7760,84.8,-37.82303870000001,144.9759409,25,5904.8,Spring,True,0.7486,prepaid phone this phone was a prepaid phone but was not advertised as prepaid. we could not use it with our current plan.,False
ORD324888,ID6197211467,2019-03-13,Thompson,"[('pearTV', 2), ('Alcon 10', 1), ('Universe Note', 1)]",25020,51.88,-37.8129576,144.933682,10,22569.88,Autumn,False,1.1777,it’s a good phone but not sure if it’s life expectancy i had to return the phone due to it locking up as a factory defect.,False
ORD075340,ID0777783548,2019-08-17,Thompson,"[('Alcon 10', 2), ('Olivia x460', 1), ('iAssist Line', 2)]",23575,78.34,-37.805404700000004,144.9536501,5,22474.59,Winter,True,0.9948,four stars excellent,True
ORD412058,ID0248746912,2019-10-20,Bakers,"[('Lucent 330S', 1), ('Toshika 750', 1), ('Thunder line', 2)]",9910,79.17,-37.8218104,144.9925744,0,9989.17,Spring,False,1.3357,great product. this phone is more than i expected. i got an excellent product for a very good price.,True
ORD448367,ID3146808059,2019-11-29,Bakers,"[('Thunder line', 2), ('Alcon 10', 2), ('Universe Note', 2)]",29160,103.22,-37.8127728,144.98372519999995,10,26347.22,Spring,True,1.0581,five stars so great!,True
ORD224936,ID2005895252,2019-08-30,Nickolson,"[('Olivia x460', 2), ('Lucent 330S', 2), ('Thunder line', 2)]",9270,72.27,-37.8020899,144.96595459999998,25,7024.77,Winter,False,1.8643,"nice phone fast delivery as promised. just received my xp 5 phone so too early to comment on much, but so far so good.",True
ORD159862,ID0844501069,2019-01-08,Thompson,"[('Universe Note', 2), ('Thunder line', 2), ('Olivia x460', 2), ('Lucent 330S', 1)]",14940,96.45,-37.82163900000001,144.9450746,0,15036.45,Summer,True,1.0133,excellent product excellent product,True
ORD211489,ID3804564100,2019-04-22,Bakers,"[('Candle Inferno', 2), ('iStream', 2), ('Universe Note', 2), ('Toshika 750', 2)]",16700,82.47,-37.821150700000004,144.9982666,5,15947.47,Autumn,True,1.2701,s7 edge international model from atet. nice slim design. keyboard edges r a bit tricky. great screen resolution,True
ORD426870,ID2397324992,2019-05-04,Thompson,"[('Thunder line', 1), ('iAssist Line', 1)]",4405,65.58,-37.818954,144.9432642,0,4470.58,Autumn,False,0.7751,todo bien todo ok,True
ORD208488,ID0332152661,2019-10-04,Nickolson,"[('Olivia x460', 1), ('Thunder line', 2), ('Lucent 330S', 2)]",8045,106.15,-37.8068126,144.9776248,10,7346.65,Spring,True,1.4914,five stars thanks,True
ORD296650,ID0663497790,2019-02-25,Nickolson,"[('Toshika 750', 2), ('Alcon 10', 2)]",26540,88.72,-37.8155797,144.9736,5,25301.72,Summer,True,0.4893,"universe 5 stars sorry to my old evo, i loved it when it first came out and you were great. the new universe has you beat by a mile. about 2 months in and it does everything i need it to do plus more.",True
ORD029105,ID1492149397,2019-10-23,Thompson,"[('Candle Inferno', 2), ('Universe Note', 2), ('iAssist Line', 1), ('iStream', 1)]",10135,99.66,-37.81300820000001,144.95211709999995,25,7700.91,Spring,True,0.4455,nice alcon nice alcon,True
ORD059286,ID0844484201,2019-03-10,Thompson,"[('Universe Note', 1), ('Lucent 330S', 1)]",4680,65.13,-37.8204843,144.9493105,15,4043.13,Autumn,True,0.8916,"devolución no lo use, fue devuelto,",False
ORD289761,ID0575396030,2019-10-02,Nickolson,"[('iStream', 1), ('Alcon 10', 2), ('Candle Inferno', 1), ('pearTV', 2)]",31100,80.14,-37.820782,144.9824636,0,31180.14,Spring,False,1.1613,we like it better than roku.  voice commands really work.,True
ORD080892,ID1217532788,2019-12-27,Thompson,"[('iAssist Line', 1), ('Olivia x460', 2), ('Toshika 750', 2)]",13315,90.79,-37.817915299999996,144.9484878,0,13405.79,Summer,True,0.5967,very good camera the camera on this phone is amazing,True
ORD315382,ID0176675254,2019-04-18,Nickolson,"[('Olivia x460', 1), ('pearTV', 2), ('Candle Inferno', 1)]",14275,65.31,-37.81287800000001,144.9639494,15,12199.06,Autumn,False,0.8048,five stars works well,True
ORD431826,ID4804855255,2019-06-11,Thompson,"[('Lucent 330S', 2), ('Universe Note', 1)]",5910,70.18,-37.7989805,144.9454345,10,5389.18,Winter,False,1.531,"good phone, i'm not afraid to lose it at $100, i'm not afraid to lose this phone, like i would an alcon. yet, it does everything i want, except take good photos/videos at night under low-light. at this price, i still rate it 5-star.",True
ORD175301,ID0131238848,2019-02-22,Nickolson,"[('iStream', 2), ('Alcon 10', 2), ('Olivia x460', 2), ('iAssist Line', 2)]",25100,72.52,-37.8134396,144.96200980000003,0,25172.52,Summer,False,0.877,grea the phone looked like new with no issues.,True
ORD030233,ID0723967270,2019-12-03,Bakers,"[('Thunder line', 1), ('Lucent 330S', 2)]",4640,73.02,-37.8039646,145.0033097,25,3553.02,Summer,False,0.9775,good good phone for the price,True
ORD374066,ID0634783440,2019-04-09,Thompson,"[('Thunder line', 1), ('Alcon 10', 1), ('Olivia x460', 1)]",12355,63.99,-37.8127253,144.9383965,0,12418.99,Autumn,True,0.7627,"waste of money (or instant garbage) extremely slow, waste of money (or instant garbage). doing small tasks like checking email, making a call, or searching google are all a test of patients. if you on a budget for a cheap cell phone, please don't get this. it will be a practice in anger management if you do.",False
ORD145598,ID0767747204,2019-09-20,Nickolson,"[('Universe Note', 2), ('Olivia x460', 2)]",9350,87.07,-37.8012351,144.97414740000005,15,8034.57,Spring,False,1.9743,i like this is great i bought it my friend he was pleased abount,True
ORD081209,ID4655129028,2019-04-23,Thompson,"[('Candle Inferno', 2), ('Thunder line', 2)]",5220,78.03,-37.8087842,144.9487878,25,3993.03,Autumn,True,0.4585,looks good and easy to use. so far i like everything about it. very user friendly.,True
ORD318806,ID0282858513,2019-11-08,Bakers,"[('Thunder line', 2), ('Candle Inferno', 2), ('iAssist Line', 2)]",9670,85.58,-37.799319399999995,145.0097427,10,8788.58,Spring,False,1.7439,five stars one of the best phones of 2017.,True
ORD381208,ID0591435609,2019-01-25,Nickolson,"[('Universe Note', 1), ('Toshika 750', 1)]",7770,87.13,-37.8188066,144.9703017,10,7080.13,Summer,True,0.0701,mi9 rules amazing phone for the price,True
ORD175175,ID0091971130,2019-08-23,Thompson,"[('iStream', 2), ('Lucent 330S', 2)]",2760,61.46,-37.815886400000004,144.9461111,0,2821.46,Winter,False,0.3675,"clean had to go unlock it and when i charge it, it get hot",True
ORD236814,ID0506049281,2019-06-12,Thompson,"[('Olivia x460', 1), ('Candle Inferno', 1), ('Alcon 10', 1), ('Thunder line', 2)]",14965,77.51,-37.8136707,144.9367091,0,15042.51,Winter,True,0.9178,"awesome mobile awesome product, ultra fast shipping",True
ORD421642,ID0549746579,2019-08-09,Bakers,"[('Candle Inferno', 2), ('Alcon 10', 1), ('iAssist Line', 1), ('Toshika 750', 1)]",16355,63.64,-37.812884000000004,144.9892226,10,14783.14,Winter,False,0.6186,it works great for the price good,True
ORD351929,ID0767752593,2019-11-11,Nickolson,"[('Candle Inferno', 2), ('Thunder line', 1), ('Toshika 750', 2), ('Olivia x460', 1)]",12905,81.19,-37.8049263,144.969378,5,12340.94,Spring,False,1.5216,"five stars great phone, still had factory plastic on the inner screen.",True
ORD169499,ID0577522821,2019-05-13,Nickolson,"[('Alcon 10', 1), ('Olivia x460', 1), ('pearTV', 1)]",16485,62.23,-37.8226969,144.9750325,15,14074.48,Autumn,True,0.6639,"don't buy, horrible phone. horrible phone. used to be quick, however the updates ruined this phone. so damn slow at the worst times... and the new updates for it just come up with an error so i have a constant update notification popup that is insanely frustrating!",False
ORD218792,ID0163643122,2019-07-15,Nickolson,"[('Lucent 330S', 1), ('Olivia x460', 1), ('iStream', 2), ('Candle Inferno', 1)]",3185,70.29,-37.8269626,144.9829125,15,2777.54,Winter,False,1.4993,five stars absolutely satisfied with this beautiful device,True
ORD413933,ID5402876551,2019-06-09,Nickolson,"[('Lucent 330S', 2), ('iStream', 1), ('Thunder line', 2)]",6970,75.59,-37.8193243,144.9754996,0,7045.59,Winter,True,0.5294,perfect love the phone,True
ORD174356,ID3967630079,2019-07-17,Thompson,"[('Alcon 10', 1), ('pearTV', 2), ('iAssist Line', 2)]",26020,76.8,-37.8178559,144.952689,15,22193.8,Winter,True,0.7597,"excellent!! i am completeley amazed by how new the phone looks. everyting works perfect, the phone has no scratches, neither does the screen and it even arrived with a glass protector on the screen. i am very satisfied with my purchase!!! thank you!",True
ORD076150,ID6167247294,2019-05-02,Nickolson,"[('pearTV', 1), ('Universe Note', 1), ('iAssist Line', 1), ('Thunder line', 1)]",14165,64.04,-37.8187613,144.96252880000003,10,12812.54,Autumn,True,0.6178,"poor qc just bought it with 1 month only, black screen with phone, no impact on it and it just crashed suddenly.",False
ORD407946,ID1479905349,2019-07-04,Thompson,"[('Thunder line', 2), ('Alcon 10', 2), ('Olivia x460', 2), ('Universe Note', 2)]",31610,78.73,-37.8211598,144.9554353,25,23786.23,Winter,True,1.1974,worth the money good solid phone with excellent battery life,True
