order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD000837,ID0583242792,2019-02-07,Nickolson,"{'iAssist Line': 2, 'Alcon 10': 1}",13400.0,72.07,-37.814319899999994,144.9762224,0,13472.07,Summer,True,0.7554,this was a surprise when we opened it up! bright and colorful!!,True
ORD026635,ID3215106497,2019-11-20,Thompson,"{'pearTV': 1, 'Universe Note': 1}",9760.0,85.6,-37.80771420000001,144.9524056,10,8869.6,Spring,True,0.7246,"disappointed i had problems with this unit from day 1. it took extra long to charge. when i did get it to charge, it lit up fir a while and the screen went black. i am now sceptic of buying renewed factory models. wanted to give a no star rating hut wouldnt allow me. still waiting for refund. big rip off",False
ORD013450,ID6167231014,2019-10-13,Thompson,"{'Lucent 330S': 2, 'Universe Note': 2}",9360.0,58.77,-37.8131494,144.9512706,5,8950.77,Spring,False,0.3733,one star the phones i got having dents and scratches everywhere,False
ORD124992,ID6167254944,2019-06-24,Nickolson,"{'Thunder line': 1, 'iStream': 2, 'iAssist Line': 2, 'Toshika 750': 2}",15570.0,75.22,-37.816446,144.9710005,25,11752.72,Winter,True,0.2711,excellent phone! phone works great and is highly recommended. if you have sprint be prepared to jump through many hoops to get this phone activated on their network...,True
ORD042968,ID0847529552,2019-03-03,Nickolson,"{'Alcon 10': 1, 'Thunder line': 1, 'Toshika 750': 1, 'Olivia x460': 1}",16675.0,48.87,-37.8237191,144.9673522,10,15056.37,Autumn,False,0.6023,one star it's locked and blacklisted,False
ORD179706,ID0266739853,2019-05-31,Bakers,"{'Olivia x460': 1, 'Universe Note': 2}",8125.0,81.36,-37.8246794,144.9923015,10,7393.86,Autumn,True,1.6547,"my very first smart phone... and i'm very pleased. i'm 73 years old and resisted getting a smart phone for a long time. said i wasn't smart enough to work one. but either i'm smarter than i thought, or this one is easier than i expected. very pleased with it and my carrier, republic wireless.",True
ORD267770,ID4826905602,2019-05-15,Nickolson,"{'Lucent 330S': 2, 'Toshika 750': 2, 'Thunder line': 1}",13280.0,63.73,-37.8208183,144.9619892,0,13343.73,Autumn,False,0.7095,it gets very hot but doesn't seem to be working any different tho good phone,True
ORD436495,ID3112130619,2019-09-26,Nickolson,"{'Toshika 750': 2, 'Universe Note': 1}",12090.0,102.48,-37.8250497,144.96102319999997,0,12192.48,Spring,False,1.0385,perfect size and very responsive. i have 4 of them.,True
ORD281577,ID0709973334,2019-06-27,Thompson,"{'Candle Inferno': 1, 'iStream': 2, 'Olivia x460': 1}",1955.0,62.91,-37.81453629999999,144.935423,5,1920.16,Winter,True,1.0449,two stars really really bad battery life! it lasts only 2 hours! disappointed!,False
ORD411650,ID0356215206,2019-01-02,Nickolson,"{'iAssist Line': 1, 'Universe Note': 1, 'pearTV': 2, 'Thunder line': 1}",20475.0,83.41,-37.803536,144.9648914,15,17487.16,Summer,False,1.7257,nice i really like this phone. the sound and picture are much better than my previous phone.,True
ORD467129,ID3146808078,2019-09-27,Bakers,"{'Candle Inferno': 2, 'Alcon 10': 1}",9810.0,75.66,-37.8121287,144.98769840000003,5,9395.16,Spring,False,0.7038,i have exactly what i wanted the product is great,True
ORD190872,ID6167191156,2019-12-30,Nickolson,"{'iAssist Line': 1, 'Lucent 330S': 2, 'pearTV': 2}",17305.0,74.38,-37.8146902,144.9688726,25,13053.13,Summer,True,0.4387,excelente producto pero... tuve problemas con la batería no duraba mas de medio día y este modelo no posee la conexión con las bandas de t mobile...,False
ORD458793,ID0591211496,2019-03-01,Nickolson,"{'iStream': 1, 'Olivia x460': 1, 'pearTV': 2}",13995.0,81.31,-37.82248679999999,144.9555012,5,13376.56,Autumn,True,1.3092,four stars its good so far minimal signs of usage. charger isn't working properly tho need a new one.,True
ORD458929,ID0122754902,2019-05-14,Thompson,"{'pearTV': 1, 'Universe Note': 2}",13210.0,76.99,-37.814308000000004,144.9431697,25,9984.49,Autumn,True,0.3882,nice great,True
ORD213237,ID0581709069,2019-08-23,Thompson,"{'Olivia x460': 1, 'pearTV': 1, 'Candle Inferno': 1, 'Alcon 10': 2}",25865.0,82.05,-37.80542,144.9282301,0,25947.05,Winter,True,1.8431,"well worth the money. well worth the money, one of the best phones i've ever owned.",True
ORD036413,ID0579503991,2019-11-14,Thompson,"{'Toshika 750': 1, 'Candle Inferno': 2, 'Alcon 10': 2, 'Thunder line': 2}",27440.0,84.32,-37.81418710000001,144.9502546,10,24780.32,Spring,False,0.3269,it's good looking but with a lot of problems it's dose not support all the apps specially instagram didn't work for me plus after a 2 weeks and got very slow and sometimes freeze and shut down,False
ORD103797,ID0702372647,2019-11-01,Thompson,"{'Olivia x460': 2, 'Toshika 750': 2}",11090.0,76.25,-37.806192100000004,144.9417903,10,10057.25,Spring,False,0.8579,five stars came as described! saved $70 not buying new,True
ORD141925,ID0529159001,2019-02-21,Thompson,"{'Alcon 10': 2, 'Lucent 330S': 1}",19130.0,101.02,-37.8236213,144.9404384,15,16361.52,Summer,True,1.351,super genial el teléfono un gran teléfono y el color es genial,True
ORD290780,ID2140983798,2019-01-30,Thompson,"{'Toshika 750': 1, 'iStream': 1}",4470.0,60.47,-37.8067305,144.9393992,10,4083.47,Summer,False,0.9448,no vino desbloqueado no trae audifonos,False
ORD335453,ID4283908169,2019-09-10,Bakers,"{'Universe Note': 2, 'Alcon 10': 1, 'iAssist Line': 2}",20300.0,73.09,-37.8106531,145.00067769999995,10,18343.09,Spring,True,0.4845,"worth it my boyfriend loves it. awesome phone. thanks, seller!",True
ORD440188,ID1283617975,2019-11-27,Thompson,"{'pearTV': 1, 'Candle Inferno': 2, 'Alcon 10': 1, 'Lucent 330S': 1}",17350.0,67.47,-37.79904129999999,144.9541571,10,15682.47,Spring,False,1.6405,doesn't work didn't work here either in colombia,False
ORD295999,ID1621189042,2019-05-17,Thompson,"{'Alcon 10': 2, 'Lucent 330S': 2, 'Candle Inferno': 1}",20790.0,62.16,-37.8151511,144.94485559999995,5,19812.66,Autumn,True,0.3376,five stars good replacement,True
ORD040940,ID2776394279,2019-06-16,Nickolson,"{'Candle Inferno': 1, 'Universe Note': 2, 'Alcon 10': 1}",16280.0,78.21,-37.812028999999995,144.9635865,10,14730.21,Winter,True,0.8996,perfect perfect,True
ORD278617,ID0282825775,2019-06-06,Thompson,"{'iAssist Line': 2, 'pearTV': 1}",10760.0,80.16,-37.80297570000001,144.9515461,10,9764.16,Winter,True,1.1491,the battery and camera. the phone is a wonderful phone. i love it.,True
ORD164261,ID0612015893,2019-11-07,Nickolson,"{'Thunder line': 2, 'iAssist Line': 2, 'Universe Note': 1}",12260.0,85.24,-37.815528,144.96356409999999,0,12345.24,Spring,False,0.6275,should not be selling item and like that i'm digico beat up pretty bad would not recommend anyone to buy them they were beat up pretty bad,False
ORD117834,ID0255061155,2019-08-20,Nickolson,"{'Universe Note': 2, 'Olivia x460': 1}",8125.0,68.41,-37.808657200000006,144.97086069999997,0,8193.41,Winter,False,1.1122,five stars still working great after 4 months,True
ORD386235,ID3240572175,2019-05-30,Thompson,"{'Thunder line': 1, 'pearTV': 1, 'Toshika 750': 1}",12810.0,83.12,-37.8057114,144.93090039999996,15,10971.62,Autumn,True,1.6194,"works great! exactly as described. only complaint i have is sometimes iassist gets confused with smart home product names and i had to go back and change some stuff around, but i chalk that up to my inexperience with smart home stuff.",True
ORD350582,ID0282858595,2019-03-09,Bakers,"{'Olivia x460': 1, 'pearTV': 2, 'Universe Note': 1}",17295.0,68.1,-37.797750799999996,145.01061059999995,5,16498.35,Autumn,False,1.9203,five stars works great - saved hundreds!,True
ORD336034,ID0962965880,2019-09-15,Thompson,"{'iStream': 2, 'iAssist Line': 2, 'Toshika 750': 2, 'Alcon 10': 1}",22340.0,110.36,-37.796543299999996,144.95125430000004,10,20216.36,Spring,True,1.8329,the thunder works well. i was able to sync it with my other digico music devices.,True
ORD232483,ID0871135414,2019-06-19,Bakers,"{'iStream': 1, 'Universe Note': 2, 'Olivia x460': 1}",8275.0,63.31,-37.80598670000001,144.979449,15,7097.06,Winter,True,1.4581,i haven't figured out how to make or receive calls.  device tells me i need to register and i do not know what to do.,False
ORD471687,ID3790949308,2019-08-18,Thompson,"{'Universe Note': 1, 'Toshika 750': 1, 'iStream': 1, 'Thunder line': 2}",12280.0,68.86,-37.8045831,144.9353925,15,10506.86,Winter,False,1.3659,"it works 4 me! the fingerprint reader? you have to put your finger on a couple times before it opens. battery life? it is not as long as i hoped it would be, but it is a refurbished phone, so, i take what i can get. i got it for a 3rd, of a new one",True
ORD316010,ID0777830308,2019-06-12,Thompson,"{'Candle Inferno': 1, 'Toshika 750': 1}",4750.0,68.65,-37.80293010000001,144.9581447,15,4106.15,Winter,False,1.4578,love this phone love this phones features. .great pics .lots of storage. highly recommend!,True
ORD131937,ID1449431395,2019-07-01,Nickolson,"{'Toshika 750': 1, 'pearTV': 1, 'iStream': 1}",10780.0,66.45,-37.8129475,144.9783171,10,9768.45,Winter,False,0.9947,"phone is not water resistant so keep it as far away from the shower as possible so far it's everything i need in a phone. nice large display, long battery life, etc.",True
ORD024631,ID2992212844,2019-11-06,Nickolson,"{'Olivia x460': 2, 'Candle Inferno': 2}",3310.0,97.86,-37.82244220000001,144.97184030000003,0,3407.86,Spring,True,0.4732,"good quality s8 was perfect, no issues",True
ORD153338,ID0628174986,2019-09-11,Thompson,"{'Alcon 10': 2, 'Toshika 750': 1, 'Candle Inferno': 1, 'Thunder line': 2}",27010.0,70.11,-37.812421,144.9478957,10,24379.11,Spring,False,0.0779,five stars love it so easy to use and excellent camera quality,True
ORD414500,ID2459914489,2019-10-24,Thompson,"{'Toshika 750': 2, 'Thunder line': 2, 'pearTV': 2}",25620.0,79.8,-37.82054829999999,144.9540667,15,21856.8,Spring,False,1.0711,love it love the battery life. easy to use like the note 5. heavier and better picture quality.,True
ORD290033,ID3218227003,2019-11-22,Thompson,"{'iStream': 2, 'Thunder line': 2}",4660.0,100.02,-37.8062706,144.9463341,15,4061.02,Spring,True,0.7156,i like the compact structure of the line. the sound is a little too low.,True
ORD128259,ID0589419852,2019-05-20,Nickolson,"{'iStream': 1, 'pearTV': 1, 'Universe Note': 1, 'Olivia x460': 1}",11135.0,80.1,-37.8095002,144.9726662,25,8431.35,Autumn,True,1.0488,buying refurbished saved me money like the picture and quality of phone,True
ORD269483,ID0728165671,2019-12-17,Bakers,"{'Thunder line': 2, 'Olivia x460': 2, 'Toshika 750': 1}",11130.0,100.32,-37.8127565,145.0102815,25,8447.82,Summer,True,1.3587,best for dad... excellent service with easy features..,True
ORD013915,ID0702354049,2019-11-05,Thompson,"{'Universe Note': 2, 'Lucent 330S': 1}",8130.0,101.93,-37.8057852,144.942916,10,7418.93,Spring,True,0.8493,enjoy the phone hate the battery dislike battery life but i like over phone condition,True
ORD041931,ID0775941601,2019-09-17,Thompson,"{'Thunder line': 2, 'Candle Inferno': 2, 'iAssist Line': 2}",9670.0,80.2,-37.80609370000001,144.959426,0,9750.2,Spring,False,1.3105,works on straight talk with att card works fin runs great comparable to a $1000. phone graet value!,True
ORD292410,ID3146808099,2019-04-11,Bakers,"{'iStream': 2, 'Olivia x460': 2}",2750.0,65.69,-37.8101959,144.9822571,25,2128.19,Autumn,False,1.1413,love my candle. it has taken over the place of my laptop completely with all other added benefits.,True
ORD419090,ID0131247470,2019-02-14,Nickolson,"{'Candle Inferno': 2, 'iStream': 1, 'Alcon 10': 1, 'Olivia x460': 2}",12410.0,74.18,-37.8142812,144.9610188,15,10622.68,Summer,False,0.8908,"good phone gives alcon a run for its money ,i got refurb model so far so good, great screen",True
ORD183816,ID0777788328,2019-08-11,Thompson,"{'Olivia x460': 1, 'Candle Inferno': 2, 'Universe Note': 2, 'Thunder line': 1}",11165.0,64.32,-37.806898,144.95411130000005,0,11229.32,Winter,False,0.8927,very happy this phone was exactly what i wanted works well no issues good price!,True
ORD065276,ID1463620853,2019-12-27,Bakers,"{'pearTV': 2, 'iStream': 2, 'iAssist Line': 1}",15145.0,97.54,-37.8190211,145.003764,0,15242.54,Summer,True,1.2539,good. good.,True
ORD336160,ID2096325806,2019-07-02,Thompson,"{'iAssist Line': 1, 'Lucent 330S': 2, 'Thunder line': 1, 'Universe Note': 1}",10315.0,80.2,-37.8009001,144.953532,5,9879.45,Winter,True,1.4285,works perfectly,True
ORD229219,ID2768660746,2019-07-19,Nickolson,"{'iStream': 1, 'Candle Inferno': 2}",1010.0,61.61,-37.822063799999995,144.9740074,10,970.61,Winter,True,0.5501,i highly recommend that no one gets this product and it should ... it’s a scam!! the screen doesn’t respond properly so and the battery dies within one hour. i highly recommend that no one gets this product and it should be taken off digico immediately. i don’t want everyone to make the same mistake i did by buying this horrible product.,False
ORD417430,ID0287629413,2019-10-28,Thompson,"{'Candle Inferno': 1, 'Universe Note': 2}",7330.0,63.06,-37.8036204,144.94899980000002,5,7026.56,Spring,False,1.0219,malo muy malo partes faltantes del celular,False
ORD415260,ID0370750747,2019-02-19,Bakers,"{'Olivia x460': 1, 'Universe Note': 1, 'Lucent 330S': 1}",5905.0,92.55,-37.8122489,144.98865680000003,25,4521.3,Summer,True,0.6303,love my 'new' phone! thank you!! broke my old phone and needed a replacement in a hurry. lightning fast shipping! problem solved. awesome service and awesome phone. no one can believe the price i paid. highly recommend this seller:),True
ORD292468,ID2173278061,2019-02-18,Thompson,"{'Alcon 10': 1, 'iAssist Line': 2}",13400.0,92.37,-37.8171564,144.9526512,15,11482.37,Summer,True,0.7,purchased this for my grandson. it works great and is used mainly for reading and games. easy to setup with no problems to register and get online.,True
ORD188686,ID4418536059,2019-06-08,Thompson,"{'Candle Inferno': 1, 'Alcon 10': 1, 'Universe Note': 1}",12830.0,70.43,-37.8019634,144.9633802,15,10975.93,Winter,False,1.8653,world's best best phone,True
ORD036779,ID0634777949,2019-01-14,Thompson,"{'Alcon 10': 2, 'Universe Note': 1, 'pearTV': 2}",33970.0,93.51,-37.8147271,144.93776509999995,25,25571.01,Summer,True,0.8495,"love it! this is my third huawei smartphone and this is so far the best in price, quality and features. big screen, full hd esp. when watching in you tube, big memory so it is fast with my 4g at&t go phone. battery life is crazy good. i will get another one soon...",True
ORD375610,ID0356126633,2019-01-26,Bakers,"{'pearTV': 2, 'Universe Note': 2, 'Alcon 10': 1}",28470.0,76.88,-37.819187299999996,144.9876191,10,25699.88,Summer,True,1.2227,phone its great this phone its good for the games but whats is the name of the controller that appears in the video,True
ORD447592,ID0260907262,2019-07-23,Bakers,"{'Lucent 330S': 1, 'Olivia x460': 2, 'Thunder line': 2}",8040.0,82.56,-37.8204326,145.0097601,10,7318.56,Winter,True,1.7268,five stars very good product and shipping very fast =),True
ORD040259,ID0650276838,2019-10-15,Bakers,"{'iStream': 1, 'iAssist Line': 1}",2375.0,79.02,-37.811708700000004,144.982926,15,2097.77,Spring,False,1.0989,does not have wps ive went through this phone thoroughly and it has a bunch of awesome features and runs very smooth the only thing that disappointed me was that it didn't have wps or push button pin transfer for easy access to my wireless modem,True
ORD287635,ID0746917968,2019-04-21,Nickolson,"{'Thunder line': 1, 'Olivia x460': 1, 'iStream': 2}",3705.0,66.84,-37.8245586,144.98476100000005,5,3586.59,Autumn,True,1.4931,battery life battery runs down fast constantly charging phone,False
ORD316447,ID1838361809,2019-08-11,Nickolson,"{'Thunder line': 1, 'Alcon 10': 1, 'Olivia x460': 1, 'pearTV': 2}",24975.0,60.74,-37.8173887,144.9674374,10,22538.24,Winter,False,0.2293,awesome phone works perfectly with no issues.,True
ORD468969,ID2975544031,2019-06-10,Bakers,"{'Alcon 10': 1, 'Lucent 330S': 2}",11410.0,75.47,-37.81148510000001,144.9914235,15,9773.97,Winter,True,0.3737,"profesional photos amazing design, photos look like being made with a profesional camera.",True
ORD217084,ID0247533244,2019-05-21,Thompson,"{'Alcon 10': 1, 'Thunder line': 2}",13310.0,48.08,-37.816609,144.9494845,10,12027.08,Autumn,False,0.4869,"no longer works after less than 3 weeks. after having the phone only since latter part of october, it has since stopped working and will not receive incoming calls rendering it useless. spent almost 3 hours with carrier and tech support to no avail.",False
ORD147167,ID1224804750,2019-12-16,Thompson,"{'Candle Inferno': 1, 'iAssist Line': 1, 'Alcon 10': 1, 'Toshika 750': 1}",15925.0,72.4,-37.814165,144.93884640000005,0,15997.4,Summer,False,0.7419,perfect price for the tablet and recommend for kids who don't take care of electronics. purchased a i-pad and the kids broke it and was out $600.00. if they break the tablet i can purchase another on at the low cost at best buy.,True
ORD215451,ID0349920107,2019-10-19,Bakers,"{'Universe Note': 1, 'Olivia x460': 2, 'iAssist Line': 1, 'pearTV': 2}",20745.0,80.98,-37.818092,145.004087,15,17714.23,Spring,False,1.191,"phone came in good condition and works well, but no sim card the phone came in good condition and works well. it did not include a sim card which i feel should have been included.",True
ORD392836,ID4269483843,2019-01-02,Nickolson,"{'Alcon 10': 2, 'Lucent 330S': 2, 'Olivia x460': 2}",22810.0,68.89,-37.8166644,144.964952,0,22878.89,Summer,False,0.458,four stars love it,True
ORD069435,ID0364860953,2019-04-09,Bakers,"{'Olivia x460': 1, 'Toshika 750': 2}",9865.0,67.02,-37.801730400000004,144.980203,15,8452.27,Autumn,True,1.6105,garbage phone. will throw away after a year. garbage phone. will throw away after a year.,False
ORD058195,ID0202690483,2019-04-11,Thompson,"{'Lucent 330S': 1, 'Olivia x460': 2, 'iAssist Line': 1, 'Candle Inferno': 1}",6335.0,73.05,-37.8040739,144.9175502,5,6091.3,Autumn,True,2.767,other than that i am thoroughly impressed and pleased with this purchase phone had one little chip in the top right corner and the battery life is horrendous. i wish they would have provided me with a charged battery as well. other than that i am thoroughly impressed and pleased with this purchase.,True
ORD223250,ID0641025987,2019-11-30,Thompson,"{'iStream': 2, 'pearTV': 2, 'Alcon 10': 2, 'Universe Note': 2}",37720.0,76.1,-37.809274,144.9375666,15,32138.1,Spring,True,0.9174,"good value overall it’s a good product, takes great photos & has a fast response when typing. downloading & uploading is fast. battery is adequate but could last longer",True
ORD305825,ID3144850719,2019-12-17,Nickolson,"{'Universe Note': 1, 'iAssist Line': 1}",5675.0,80.83,-37.81802020000001,144.9805774,0,5755.83,Summer,True,0.9717,i need it to unlock this phone is asking me for the network code and i buy a unlocked phone but it's not unlocked i can't use it,False
ORD112468,ID0846571200,2019-10-29,Nickolson,"{'Olivia x460': 1, 'Lucent 330S': 1, 'Universe Note': 2}",9355.0,69.6,-37.8183645,144.96879330000004,25,7085.85,Spring,False,0.0714,love the features and response solid phone. love the features and response. my only negative is the absence of a memory card.,True
ORD449327,ID5797734215,2019-10-28,Thompson,"{'Universe Note': 1, 'Candle Inferno': 2, 'pearTV': 1}",10620.0,63.72,-37.803466,144.9481039,0,10683.72,Spring,False,1.029,"it's going back didn't work for me. i took this phone to too different metro pcs locations and they both said the same thing, no signal and activation won't go through.",False
ORD398049,ID5630513727,2019-01-18,Thompson,"{'Thunder line': 2, 'iStream': 2, 'Candle Inferno': 1, 'Universe Note': 1}",8540.0,92.49,-37.817382099999996,144.9526629,5,8205.49,Summer,True,0.7189,four stars very nice works great not a 5 because it is not new,True
ORD429978,ID0301537546,2019-06-16,Thompson,"{'Candle Inferno': 2, 'Thunder line': 1, 'Lucent 330S': 1}",4270.0,66.37,-37.82007700000001,144.9427141,10,3909.37,Winter,False,0.9088,"todo ok el teléfono 9.5/10 todo bien, me sirve perfecto en ecuador",True
ORD235482,ID0635493548,2019-03-22,Thompson,"{'iAssist Line': 2, 'Candle Inferno': 1}",4880.0,64.76,-37.8140636,144.93969140000004,15,4212.76,Autumn,True,0.667,reasonable price good phone i use phone for calls and listening to music it is great for this. sound quality and loudness are both good. i don't use the camera the camera or game so i can't speak to those areas. battery lasts forever for me.,True
ORD314004,ID6167359504,2019-08-04,Nickolson,"{'Thunder line': 2, 'iStream': 2}",4660.0,64.94,-37.8093847,144.9730268,5,4491.94,Winter,False,1.0699,good deal good phone. no problems after a few weeks. great value,True
ORD147874,ID0554240022,2019-10-22,Thompson,"{'pearTV': 2, 'Toshika 750': 1, 'iAssist Line': 1, 'Thunder line': 1}",21345.0,61.62,-37.820751200000004,144.94858159999995,0,21406.62,Spring,False,0.909,liars!! liars!!! cellphone doesn't work with all operators and they don't want back my money.,False
ORD449317,ID4419701256,2019-10-08,Thompson,"{'Olivia x460': 1, 'Alcon 10': 1}",10175.0,110.53,-37.8025675,144.96376909999995,10,9268.03,Spring,True,1.8501,"i am tottsly satisfied with this phone and the seller too i am tottsly satisfied with this phone and the seller too. good price, fast delivery, great deal. thanks. pedro",True
ORD021286,ID0030287595,2019-01-30,Bakers,"{'Universe Note': 1, 'Candle Inferno': 1, 'Thunder line': 2}",8240.0,69.06,-37.8055801,144.99796809999995,5,7897.06,Summer,False,0.5473,"solid hardware and great features. got this for my mother as a christmas gift. as someone who never had a smartphone before she loves it. does everything you would want a smartphone to do, and easy enough to learn. although a few models behind, the hardware is solid. love the camera quality as well.",True
ORD412395,ID1492169242,2019-08-26,Thompson,"{'pearTV': 1, 'Candle Inferno': 1}",6740.0,69.7,-37.799374,144.96424580000001,25,5124.7,Winter,True,2.1152,nunca llegó el teléfono lo compré para una amiga y nunca llegó,False
ORD399468,ID5058108331,2019-09-04,Nickolson,"{'iAssist Line': 2, 'Toshika 750': 1, 'Olivia x460': 1}",9995.0,100.8,-37.8233026,144.96800380000005,25,7597.05,Spring,True,0.5414,"easy to use it's great, this is my second 1 i love note 3's.",True
ORD276301,ID1833120502,2019-02-07,Thompson,"{'Thunder line': 2, 'iAssist Line': 2, 'pearTV': 2, 'iStream': 1}",21580.0,102.43,-37.799637,144.95515669999997,5,20603.43,Summer,True,1.6161,it’s perfect its just amazing,True
ORD452263,ID0245535118,2019-08-15,Nickolson,"{'Lucent 330S': 2, 'Candle Inferno': 2, 'Toshika 750': 2}",11960.0,76.69,-37.812584,144.967539,15,10242.69,Winter,True,0.6921,"great phone that is very easy to use. great phone! just as described-new, sealed in box sold thru re-cell. took to verizon and they had it activated in under 10 minutes. had an old olivia s4 and this upgrade to an s7 is great. meets all my needs and very easy to use.",True
ORD350397,ID2239389713,2019-05-19,Bakers,"{'Universe Note': 1, 'Candle Inferno': 2, 'iAssist Line': 2, 'Thunder line': 1}",10940.0,65.35,-37.811068,145.0005697,25,8270.35,Autumn,False,0.4844,i now have this great phone and made an extra house payment instead of ... i can't believe people are still spending ridiculous amounts of money on phones. i now have this great phone and made an extra house payment instead of getting an alcon. priorities people.,True
ORD481648,ID0227330518,2019-12-27,Bakers,"{'Universe Note': 1, 'Toshika 750': 2}",12090.0,91.9,-37.803326500000004,144.9944293,25,9159.4,Summer,True,0.7458,it’s awesome,True
