order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD418388,ID5002594934,2019-09-29,Thompson,"{'pearTV': 1, 'Toshika 750': 2}",14950.0,71.96019703403252,-37.81190529999999,144.95224919999995,25,11285.95,Spring,False,0.4635,great phone. fantastic camera great phone. love the camera!! 😍,1.0
ORD451648,ID0306904039,2019-07-17,Thompson,"{'Lucent 330S': 1, 'Alcon 10': 1, 'Universe Note': 1, 'Toshika 750': 1}",17950.0,61.34,-37.806343,144.9487028,25,13523.84,Winter,True,0.7192,damaged the phone came damaged with a crack across the screen,0.0
ORD355030,ID0250480602,2019-09-26,Bakers,"{'iAssist Line': 1, 'Thunder line': 1, 'Alcon 10': 2, 'Olivia x460': 1}",23530.0,78.12,-37.8118559,145.0058842,5,22431.62,Spring,False,0.9594,five stars i love the colour and features on this phone. it is very user friendly. beats an alcon for sure.,1.0
ORD349721,ID0233314855,2019-09-04,Nickolson,"{'pearTV': 2, 'Candle Inferno': 1, 'Olivia x460': 2}",15500.0,107.28,-37.8051976,144.9755485,25,11732.28,Spring,True,1.5819,great phone! only reason why it is 3 stars ... great phone! only reason why it is 3 stars is there is no expandable sd card slot (1 star) and you can't remove the battery (1 star),1.0
ORD010534,ID3222703079,2019-11-26,Thompson,"{'Toshika 750': 2, 'Candle Inferno': 2, 'iStream': 2}",9800.0,105.84,-37.8013917,144.9433256,5,9415.84,Spring,True,1.2983,"great great phone. may be a little behind as far as generations go, but it still functions above average. the battery leaves more to be desired, but all the useful features really balance out the negatives.",1.0
ORD063660,ID0593476101,2019-09-04,Nickolson,"{'Thunder line': 2, 'Candle Inferno': 2, 'iStream': 1, 'pearTV': 2}",17990.0,78.27,-37.8101553,144.9638469,15,15369.77,Spring,False,1.065,love it i love my phone and it for everything.,1.0
ORD123147,ID1033063256,2019-09-26,Bakers,"{'Toshika 750': 2, 'Universe Note': 1, 'Alcon 10': 2, 'iAssist Line': 2}",34440.0,63.0,-37.8013015,144.997424,10,31059.0,Spring,False,0.9869,nokiia 635 i am quite disappointed in the choice i've made in the purchase of this phone too many challenges even in setting this phone up and time consuming as well.all i can say the only good thing about this phone is the camera. will not recommend this to no one ever.,0.0
ORD201182,ID3306900957,2019-03-24,Nickolson,"{'iAssist Line': 1, 'pearTV': 2, 'Candle Inferno': 2}",15705.0,64.76,-37.8190758,144.9598956,25,11843.51,Autumn,False,0.8507,five stars clean phone works great,1.0
ORD320883,ID0575386089,2019-12-28,Nickolson,"{'iAssist Line': 1, 'iStream': 2, 'Universe Note': 1}",5975.0,82.52,-37.8206485,144.98343730000005,25,4563.77,Summer,True,1.2423,two stars it worked for a few months now phone died and won't come back on,0.0
ORD141905,ID0591435981,2019-12-21,Nickolson,"{'iStream': 2, 'Thunder line': 1}",2480.0,68.59,-37.8186975,144.9657741,25,1928.59,Summer,False,0.3323,"wow i expected a medium quality phone, since it was below 400 dollars. well i was wrong. it is almost a high quality phone, resolution is amazin, bright colors that can be personalized, an astonishing camera too. sd is just unveliebably fast. totally reccomended",1.0
ORD317224,ID5402876556,2019-02-22,Nickolson,"{'Universe Note': 1, 'Alcon 10': 2}",21350.0,89.58,-37.8188448,144.9738163,25,16102.08,Summer,True,0.3761,product review better than my olivia.,1.0
ORD252789,ID0577454863,2019-12-28,Bakers,"{'pearTV': 2, 'Olivia x460': 2, 'Thunder line': 2}",19430.0,99.87,-37.82346210000001,144.9884529,15,16615.37,Summer,True,1.6132,great phone great phone at a great price. was new in box unlike some others claiming to be new but are refurbished. buy from cell-sell and you wont be disappointed.,1.0
ORD145299,ID2266562036,2019-08-17,Thompson,"{'pearTV': 2, 'Lucent 330S': 2, 'Olivia x460': 2, 'Thunder line': 2}",21890.0,77.07,-37.8119404,144.956533,5,20872.57,Winter,True,0.8363,good speaker for bedroom or office,1.0
ORD005761,ID0591431022,2019-11-29,Nickolson,"{'Universe Note': 1, 'iAssist Line': 2, 'Olivia x460': 1}",9125.0,55.16,-37.8173826,144.9672611,5,8723.91,Spring,False,0.2424,speaker i have nothing but problems with this phone. it was replaced one and the microphone is bad. voice cuts in and out. very unhappy with this phone,0.0
ORD309300,ID0036824732,2019-11-02,Thompson,"{'Thunder line': 2, 'Olivia x460': 1, 'pearTV': 1}",11895.0,90.31,-37.8252974,144.94705259999995,10,10795.81,Spring,True,1.4053,"la pantalla dejo de funcionar sorry, this video is unsupported on this browser.  luego de 24 horas la pantalla dejo de funcionar y solo parpadea como muestra el video",0.0
ORD188275,ID0294622367,2019-03-10,Nickolson,"{'Candle Inferno': 1, 'iAssist Line': 2, 'Olivia x460': 2, 'Alcon 10': 2}",25230.0,76.95,-37.81868789999999,144.9670361,15,21522.45,Autumn,True,0.2214,"5/5. recommended got to me quickly, everything was as expected.",1.0
ORD300348,ID0575524707,2019-10-15,Nickolson,"{'Universe Note': 2, 'Thunder line': 1, 'Olivia x460': 2, 'Lucent 330S': 1}",12760.0,106.67,-37.82133579999999,144.9844195,10,11590.67,Spring,True,1.3426,four stars nice phones for a clam shell set,1.0
ORD499626,ID0575472970,2019-07-25,Nickolson,"{'pearTV': 1, 'Universe Note': 2, 'Alcon 10': 2, 'Candle Inferno': 2}",31970.0,78.8559536388122,-37.8197639,144.9814256,10,28851.71,Winter,True,1.0523,"awesome product loved it until i took a swim with it, bought a note 8 to replace so all's well that ends well",1.0
ORD325161,ID0746917812,2019-07-18,Nickolson,"{'iStream': 2, 'Lucent 330S': 2, 'pearTV': 1}",9070.0,80.03,-37.825881700000004,144.98285790000003,15,7789.53,Winter,True,1.4237,satisfied it perfect no issues so far love love my note 9 a very pleased customer.,1.0
ORD349480,ID3555802207,2019-09-25,Thompson,"{'Lucent 330S': 2, 'Candle Inferno': 2, 'Olivia x460': 2}",5770.0,103.5,-37.8056292,144.9372341,15,5008.0,Spring,True,1.1675,"the phone is great though. my husband loves the phone. the ad stated 'new, unopened, sim card included', however the box was opened and there was no sim card. the phone is great though.",1.0
ORD199994,ID0370242235,2019-11-21,Nickolson,"{'Lucent 330S': 1, 'iStream': 1, 'Toshika 750': 2, 'Alcon 10': 1}",18970.0,84.82,-37.800878000000004,144.9711567,15,16209.32,Spring,False,1.9773,five stars works great to replace the one that died.,1.0
ORD348779,ID0130015101,2019-08-17,Nickolson,"{'Toshika 750': 2, 'Lucent 330S': 2}",11100.0,73.03,-37.815549600000004,144.9679983,5,10618.03,Winter,True,0.3655,"easy to set up & use this phone is pretty easy to set up and figure out how to use. this is not a fancy expensive smartphone, but for those that want an easy to use good working basic phone, this is perfect!",1.0
ORD074615,ID6206959531,2019-02-01,Thompson,"{'Lucent 330S': 1, 'Thunder line': 2, 'iStream': 1, 'Candle Inferno': 1}",6170.0,100.46,-37.8223201,144.93406930000003,0,6270.46,Summer,True,1.5684,"this phone was a great purchase and a huge upgrade from my s6 aside from needing a few software updates, this phone was a great purchase and a huge upgrade from my s6.",1.0
ORD099544,ID1224821957,2019-10-01,Thompson,"{'iAssist Line': 1, 'iStream': 2}",2525.0,75.05703852448953,-37.81309810000001,144.9385795,10,2348.21,Spring,False,0.7481,this is the perfect tablet for basic use or if upgrading from the kids edition of the digico inferno. much less expensive than an ipad and more durable if you have a tween who isn't always careful with their tech.,1.0
ORD436452,ID0233314875,2019-04-26,Nickolson,"{'Olivia x460': 1, 'iAssist Line': 2, 'Universe Note': 2}",12575.0,82.34733549503679,-37.804917100000004,144.97559280000004,25,9511.55,Autumn,True,1.6126,you can't beat the price. great deal for what you're paying.,1.0
ORD361612,ID0364845517,2019-10-26,Bakers,"{'Universe Note': 1, 'Alcon 10': 1, 'pearTV': 2}",25020.0,68.36,-37.80124970000001,144.9806273,5,23837.36,Spring,False,1.6118,the case is too big for your phone you will ... the case is too big for your phone you will have to lift the case up and press the volume button,0.0
ORD288517,ID4453229733,2019-06-10,Thompson,"{'iAssist Line': 1, 'Alcon 10': 1}",11175.0,77.22,-37.8206696,144.9411187,10,10134.72,Winter,True,1.0325,it's so efficient and amazing!  how cool!  we all use it often every day...,1.0
ORD111150,ID6167231010,2019-12-27,Thompson,"{'Universe Note': 2, 'Candle Inferno': 1, 'Lucent 330S': 1, 'pearTV': 1}",14870.0,69.65,-37.8132618,144.9513214,15,12709.15,Summer,False,0.3797,"great product, outstanding customer service great product, outstanding customer service",1.0
ORD074257,ID4458803295,2019-01-04,Nickolson,"{'Universe Note': 2, 'iAssist Line': 1}",9125.0,64.32,-37.8239244,144.98468200000005,10,8276.82,Summer,False,1.4568,terrible scam do not buy. after a month the phone stopped working and no one is responsable not even olivia because it is a fake product,0.0
ORD215359,ID3106294626,2019-01-24,Thompson,"{'Lucent 330S': 2, 'Toshika 750': 2}",11100.0,80.48,-37.8063831,144.93237130000003,25,8405.48,Summer,False,1.4701,almost new phones very clean phones i bought two of them barely could tell they where used,1.0
ORD319289,ID6231506316,2019-01-24,Nickolson,"{'Alcon 10': 1, 'Thunder line': 2}",13310.0,70.71,-37.823981599999996,144.97008490000005,10,12049.71,Summer,False,0.6015,"good renewed phone the phone works with metropcs. battery maximum capacity is 100% which is really good. although it’s an digico gold renewed product, for the price it’s a very good deal.",1.0
ORD103959,ID1560149567,2019-07-10,Thompson,"{'Toshika 750': 1, 'Universe Note': 1}",7770.0,77.17,-37.8159139,144.9381486,5,7458.67,Winter,True,0.8634,great phone! very good device. i received it from jp mobiles within two days from time of order. the device was in excellent condition. i have trouble with sim cards at first and found that the issue is not enough pressure being placed on the sim. so i found online a little trick to get it to work.,1.0
ORD476668,ID2202858905,2019-10-21,Thompson,"{'Alcon 10': 2, 'Universe Note': 1, 'Toshika 750': 2}",29990.0,65.82,-37.8217657,144.9538903,10,27056.82,Spring,False,1.1766,when i bought that cell i thought it is a ... when i bought that cell i thought it is a new condition but not ...the pencil it isnt working. i want my money back sinceraly. i paid too much money for used cell phone.,0.0
ORD422851,ID4909776700,2019-03-29,Bakers,"{'pearTV': 1, 'Olivia x460': 2}",8760.0,68.76,-37.8237263,145.0002248,25,6638.76,Autumn,False,1.5902,phone is awesome the build is awesome and delivery is faster than committed,1.0
ORD437243,ID6206935809,2019-04-24,Thompson,"{'Universe Note': 2, 'Lucent 330S': 1}",8130.0,78.72,-37.817833799999995,144.9564637,25,6176.22,Autumn,True,1.0063,very good buy. i am enjoying my new tablet. great buy!,1.0
ORD253491,ID0282825831,2019-08-27,Thompson,"{'Alcon 10': 2, 'Thunder line': 2, 'iStream': 1}",22410.0,49.93,-37.8033206,144.9511536,10,20218.93,Winter,False,1.1013,overheating was given a phone with a bad battery. runs really hot and shuts off due to overheating,0.0
ORD291161,ID0440051882,2019-09-24,Bakers,"{'Alcon 10': 1, 'Candle Inferno': 2, 'Thunder line': 1}",11990.0,89.17,-37.8196857,144.99443019999995,15,10280.67,Spring,True,1.0809,"missing charging cable and adapter missing charging cable and adapter..as indicated on website, seller didn't include charging cable and adapter. :(",0.0
ORD489555,ID0125386169,2019-05-13,Thompson,"{'Lucent 330S': 2, 'Toshika 750': 2, 'iAssist Line': 1}",13325.0,65.4,-37.805693299999994,144.94122,0,13390.4,Autumn,False,0.9318,great phone great phone i love my droid razr it fits me perfect,1.0
ORD304682,ID0366082618,2019-03-04,Nickolson,"{'Toshika 750': 1, 'Alcon 10': 2}",22220.0,68.1,-37.8019249,144.9656877,0,22288.1,Autumn,True,1.8865,"not brand new the original seals are broken and the box is sealed with clear stickers. so i requested a replacement. when i received the second one, i was very disappointed because of the same situation as the first one. both of them have ever been opened. i returned them.",0.0
ORD268758,ID0709974145,2019-03-17,Thompson,"{'Toshika 750': 2, 'iStream': 1}",8790.0,64.33,-37.815505,144.9354882,10,7975.33,Autumn,False,1.0661,five stars great phone for a great price!,1.0
ORD440670,ID4162427924,2019-07-19,Nickolson,"{'Universe Note': 2, 'Lucent 330S': 2, 'pearTV': 2, 'iAssist Line': 1}",24205.0,55.92,-37.819691299999995,144.97094719999996,25,18209.67,Winter,True,0.1731,"black screen worked for a week then the screen went black, was unable to recover.",0.0
ORD240299,ID3589872333,2019-01-06,Thompson,"{'Alcon 10': 2, 'Toshika 750': 2, 'iStream': 1, 'Lucent 330S': 2}",29150.0,87.51,-37.8112338,144.9276275,10,26322.51,Summer,True,1.7172,"worst phone eve, will never buy a window based phone again worst phone ever after one week of trying to make it work i threw it away.",0.0
ORD029581,ID0655124674,2019-10-03,Thompson,"{'Candle Inferno': 2, 'pearTV': 1, 'Toshika 750': 2}",15810.0,82.76824109726184,-37.806523799999994,144.94161469999997,10,14315.32,Spring,True,0.8359,"probably will keep device came early which was great but has several deep divots in screen and was dirty. screen looks like someone dug into the screen with really strong fake nails which i do not wear. also, call quality is poor.",0.0
ORD241832,ID1492410168,2019-08-12,Thompson,"{'iStream': 2, 'Universe Note': 1, 'Candle Inferno': 1, 'Alcon 10': 2}",22080.0,71.52,-37.8038904,144.9632459,25,16631.52,Winter,False,1.7263,i am completely in love. does absolutely everything and is so amazing and great,1.0
ORD011576,ID0579994804,2019-12-01,Thompson,"{'Toshika 750': 2, 'iAssist Line': 2, 'Lucent 330S': 1}",14320.0,78.56,-37.8041383,144.9384214,5,13682.56,Summer,False,1.217,xp 530 windows phone was delivered in timely manner and was exactly as described was easy. to activate. and use. i would. definitely recommend this and the website to all of my friends and family,1.0
ORD346984,ID1479897579,2019-04-09,Nickolson,"{'Lucent 330S': 1, 'Olivia x460': 1, 'iAssist Line': 1}",4680.0,65.36,-37.820317100000004,144.9577081,10,4277.36,Autumn,False,1.0589,five stars thank you!,1.0
ORD484064,ID0664379117,2019-09-06,Nickolson,"{'Olivia x460': 1, 'Candle Inferno': 2, 'Alcon 10': 2}",19985.0,99.74,-37.820645899999995,144.96542730000004,5,19085.49,Spring,True,0.4285,gave as a gift - they loved it.,1.0
ORD173721,ID0257506562,2019-10-27,Thompson,"{'Alcon 10': 1, 'pearTV': 1, 'Thunder line': 2, 'Universe Note': 2}",26520.0,111.31,-37.7997277,144.9630097,5,25305.31,Spring,True,2.0105,recommend rooting if not on verizon. verizon refurbish. phone unlocked but needed to be rooted. verizon bloatware consumes battery.,1.0
ORD240214,ID0248266235,2019-07-06,Nickolson,"{'iAssist Line': 2, 'Olivia x460': 1}",5675.0,83.86,-37.8272185,144.98814319999997,0,5758.86,Winter,True,1.8958,couldn't be more pleased. digico hit this one out of the park. looks great and runs great. love it!,1.0
ORD269891,ID0030948028,2019-09-02,Bakers,"{'iAssist Line': 1, 'Alcon 10': 2}",20125.0,89.72,-37.8146136,145.0091926,25,15183.47,Spring,True,1.331,"wont work..! this phone wont work here, i don't why this phone is listed here, and there is no information about it.",0.0
ORD163970,ID0145246087,2019-11-11,Nickolson,"{'Candle Inferno': 2, 'Thunder line': 1}",3040.0,74.25,-37.8161766,144.960877,15,2658.25,Spring,False,0.8089,its a charger it charges my phone and is a very tight fit,1.0
ORD020498,ID0529205331,2019-08-25,Thompson,"{'Toshika 750': 2, 'Thunder line': 2}",13000.0,54.87,-37.8232994,144.9380257,15,11104.87,Winter,False,1.4253,horrible phone i have received i phone 6s today which is just joke! at first phone getting restarted itself and it happening continuously! the screen is not working! it has a lot of scratches! it’s totally worthless . it has smells which is melted and repaired screen! i am so disappointed!,0.0
ORD193548,ID0628174670,2019-11-27,Thompson,"{'Lucent 330S': 1, 'Candle Inferno': 1}",1660.0,70.12,-37.8132239,144.94853569999995,10,1564.12,Spring,False,0.1428,"hard to hear, had to blue tooth it to a better speaker.",1.0
ORD180690,ID4754200368,2019-09-21,Thompson,"{'Toshika 750': 1, 'iStream': 1, 'iAssist Line': 1}",6695.0,68.83,-37.8149735,144.927519,0,6763.83,Spring,False,1.7382,i do not like it has minimal message capacity and photos i do not like it has minimal message capacity and photos. it does not use the memory card for either of them. i'm not satisfied,0.0
ORD369733,ID0571731484,2019-09-24,Thompson,"{'Olivia x460': 2, 'pearTV': 2, 'Toshika 750': 2, 'iAssist Line': 1}",25935.0,103.74,-37.8244539,144.9451246,15,22148.49,Spring,True,1.3225,"great! like new like new at a much more reasonable price, didn't include audio dongle but did have fast charger.",1.0
ORD054206,ID0356098823,2019-03-28,Bakers,"{'Universe Note': 1, 'Olivia x460': 1}",4675.0,80.65,-37.821029100000004,144.9925782,0,4755.65,Autumn,True,1.2501,replaced old phone with same but updated - matched perfectly !! love it ! my old one finally died and this is a perfect match !,1.0
ORD453292,ID0597547728,2019-11-09,Nickolson,"{'Olivia x460': 2, 'Candle Inferno': 1, 'Toshika 750': 1, 'iStream': 1}",7350.0,58.92,-37.8156495,144.9639803,10,6673.92,Spring,False,0.5895,"entiendo que es reacondicionado,pero esta demasiado rayado de la pantalla y tapa trasera muy desgastado",0.0
ORD206850,ID0581765225,2019-09-09,Thompson,"{'Alcon 10': 1, 'pearTV': 2, 'Candle Inferno': 1}",22000.0,79.38,-37.8058417,144.9364965,15,18779.38,Spring,False,1.2012,"some features didn't work... ... but overall, not a bad phone for the $$",1.0
ORD400544,ID2633185322,2019-09-22,Nickolson,"{'Thunder line': 1, 'Lucent 330S': 2, 'Alcon 10': 1}",13590.0,91.3514756990626,-37.8277732,144.98391819999995,25,10283.81,Spring,True,1.6247,the repair place told me it was a refurbished phone and that's why it broke so easily. it should not have been listed as new it was in a case and took a small drop - the screen broke. the repair place told me it was a refurbished phone and that's why it broke so easily. it should not have been listed as new.,0.0
ORD289308,ID0912832679,2019-11-29,Nickolson,"{'Candle Inferno': 2, 'Universe Note': 1, 'iAssist Line': 2, 'iStream': 2}",9060.0,101.05,-37.8177602,144.9788454,0,9161.05,Spring,True,0.8226,fun,1.0
ORD178393,ID0723967205,2019-08-07,Bakers,"{'Olivia x460': 1, 'pearTV': 1}",7535.0,49.12,-37.80389260000001,145.0038247,0,7584.12,Winter,False,1.0162,"one star i bought this product, but i can't say anything about the quality, unfortunately the box was empty",0.0
ORD013844,ID3199521096,2019-10-09,Nickolson,"{'iAssist Line': 1, 'Candle Inferno': 2, 'Thunder line': 1, 'Lucent 330S': 2}",7725.0,69.61,-37.8188491,144.9682981,25,5863.36,Spring,False,0.1137,five stars the phone is working great,1.0
ORD281727,ID0283334268,2019-02-07,Thompson,"{'iStream': 1, 'Toshika 750': 2, 'Olivia x460': 1}",10015.0,98.53,-37.8027797,144.9560465,10,9112.03,Summer,True,1.3551,"that it works i love it for what i use it for, the battery last more then 2 days with light use",1.0
ORD034366,ID0664371576,2019-12-14,Nickolson,"{'Thunder line': 2, 'pearTV': 1}",10670.0,89.17,-37.8206332,144.96685280000003,0,10759.17,Summer,True,0.3283,reliable supplier delivered as projected . works great.,1.0
ORD136022,ID1449266757,2019-01-27,Bakers,"{'Candle Inferno': 1, 'Lucent 330S': 2, 'Toshika 750': 2, 'iStream': 2}",11830.0,77.37,-37.8167209,144.98435659999996,10,10724.37,Summer,False,1.2145,it works great great product!!!,1.0
ORD289643,ID0387152966,2019-12-28,Thompson,"{'iAssist Line': 2, 'Olivia x460': 2, 'Candle Inferno': 2, 'Alcon 10': 2}",25660.0,80.08,-37.7988116,144.94891819999995,0,25740.08,Summer,False,1.5516,woohoo! $20 on gold day; done!,1.0
ORD131396,ID2562266911,2019-08-22,Thompson,"{'Olivia x460': 1, 'iStream': 1, 'Toshika 750': 1, 'Thunder line': 1}",7875.0,67.01,-37.821923299999995,144.9539658,0,7942.01,Winter,False,1.195,idk so i haven’t pitched this item but omg i definitely am thinking about it but as far as reviews i think it was be pretty awesome to try it 1st they should pick someone to try all and every features on it with a video lol,1.0
ORD134160,ID2935371923,2019-10-02,Bakers,"{'Toshika 750': 2, 'Olivia x460': 1, 'iAssist Line': 1, 'Candle Inferno': 2}",12950.0,96.71,-37.8251249,144.99199380000005,15,11104.21,Spring,True,1.7080000000000002,"no sim card, but sprint said phone had one. this phone didn't have a sim card installed. however, sprint said it did and that started a whole bunch of issues. it is one thing to not have a sim card, as the advertisement didn't mention if it did or not. but, all i wanted was to activate the phone with zero problems.",0.0
ORD214805,ID0306383987,2019-01-03,Thompson,"{'iAssist Line': 2, 'Candle Inferno': 1}",4880.0,80.56,-37.799282500000004,144.9367692,10,4472.56,Summer,False,1.7443,five stars its really good i love it!,1.0
ORD071441,ID0401416153,2019-09-16,Thompson,"{'Olivia x460': 2, 'Lucent 330S': 2, 'Universe Note': 1}",8360.0,61.7,-37.8080907,144.9366292,15,7167.7,Spring,False,1.0503,returning it i'm sad and disappointed. the phone looks like it was dropped numerous times. returning it.,0.0
ORD111339,ID4418536059,2019-10-06,Thompson,"{'Candle Inferno': 2, 'Lucent 330S': 2, 'Alcon 10': 1, 'Thunder line': 2}",16630.0,109.39,-37.8019634,144.9633802,15,14244.89,Spring,True,1.8653,note 5* a very nice phone.,1.0
ORD139827,ID0163634565,2019-07-10,Thompson,"{'iStream': 2, 'Thunder line': 2, 'iAssist Line': 1}",6885.0,79.71,-37.8240473,144.9537707,5,6620.46,Winter,True,1.3966,good feature camera is veeeeeery clean. good quality,1.0
ORD300799,ID1287222120,2019-09-01,Nickolson,"{'Thunder line': 1, 'Candle Inferno': 1, 'iStream': 1}",2760.0,115.65785448449947,-37.797697,144.9675261,25,2185.14,Spring,True,2.3331,four stars works good,1.0
ORD354378,ID5002595132,2019-05-19,Thompson,"{'Olivia x460': 2, 'iAssist Line': 1}",4675.0,63.97,-37.811867299999996,144.9529678,15,4037.72,Autumn,True,0.5265,not a good buy. this phone only lasted a month! piece of crap!!,0.0
ORD069330,ID6167236655,2019-05-14,Nickolson,"{'Universe Note': 1, 'Toshika 750': 2, 'pearTV': 2}",24710.0,64.41,-37.8115745,144.9642719,15,21067.91,Autumn,True,0.909,microphone issue microphone don’t work and every time i have to restart the phone. i got late for four hours to replace the phone,0.0
ORD104695,ID0025635444,2019-08-26,Bakers,"{'Thunder line': 1, 'iAssist Line': 2}",6630.0,79.1,-37.8033896,144.990466,10,6046.1,Winter,True,0.8465,"universe s4 is a great phone, like new, only dont come with all accessories, but is fine, i think is a good shape",1.0
ORD200550,ID0655124623,2019-10-16,Thompson,"{'Toshika 750': 1, 'iStream': 1, 'Universe Note': 1, 'Olivia x460': 2}",10370.0,101.88,-37.8076523,144.94262460000004,10,9434.88,Spring,True,0.682,"great buy delivered when stated, in packaging, brand new and so far, performance is good. have only owned this product for less than a couple of weeks.",1.0
ORD060625,ID0296027680,2019-11-30,Thompson,"{'Olivia x460': 1, 'iStream': 1, 'Thunder line': 2}",5735.0,71.31,-37.811842799999994,144.9452685,10,5232.81,Spring,False,0.1833,"great shape, thank you fast, great shape, thank you!!!!",1.0
ORD130199,ID4315827371,2019-03-11,Bakers,"{'Alcon 10': 1, 'iAssist Line': 2, 'iStream': 1, 'Universe Note': 2}",20450.0,77.17,-37.8145067,144.99993519999995,10,18482.17,Autumn,True,0.6505,excelent love it si fast delivery and good product q súper perfect quelity excelent love it si fast delivery and good product,1.0
ORD286941,ID0031401448,2019-02-01,Thompson,"{'Olivia x460': 1, 'iAssist Line': 1, 'Thunder line': 1, 'iStream': 1}",5780.0,107.9432837109471,-37.7937749,144.9584623,25,4443.85,Summer,True,2.3302,get this one! really high quality! i love this phone!!! easy set up and great ui. great for gaming as well as taking photos. if you're buying in the us you'll need to also buy a new charging block as it comes with a european block,1.0
ORD241730,ID0561538874,2019-10-14,Bakers,"{'Universe Note': 2, 'Thunder line': 1, 'Lucent 330S': 2}",11540.0,105.21,-37.80075770000001,145.0054439,15,9914.21,Spring,True,1.3654,"i love my new thunder line! right now, i mainly use it to play music at night, but it gets the job done.",1.0
ORD052140,ID0356099212,2019-11-03,Bakers,"{'Lucent 330S': 2, 'Toshika 750': 2}",11100.0,79.72,-37.8198767,144.9917718,15,9514.72,Spring,False,1.1412,five stars works great and received it quick,1.0
ORD376082,ID2189377511,2019-06-12,Nickolson,"{'Toshika 750': 2, 'Universe Note': 1, 'Candle Inferno': 2, 'Olivia x460': 1}",14175.0,53.49,-37.8083939,144.9757389,0,14228.49,Winter,False,1.2592,audio the alcon has problems with the audio,0.0
